Date,close,kaipan,max,min,final
8/3/2014,48,48,48,48,48
8/4/2014,48,48,48,48,48
8/5/2014,48,48,48,48,48
8/6/2014,48,48,48,48,48
8/7/2014,48,48,48,48,48
8/8/2014,48,48,48,48,48
8/9/2014,48,48,48,48,48
8/10/2014,48,48,48,48,48
8/11/2014,48,48,48,48,48
8/12/2014,48,48,48,48,48
8/13/2014,48,48,48,48,48
8/14/2014,48,48,48,48,48
8/15/2014,48,48,48,48,48
8/16/2014,48,48,48,48,48
8/17/2014,48,48,48,48,48
8/18/2014,48,48,48,48,48
8/19/2014,48,48,48,48,48
8/20/2014,48,48,48,48,48
8/21/2014,48,48,48,48,48
8/22/2014,48,48,48,48,48
8/23/2014,48,48,48,48,48
8/24/2014,48,48,48,48,48
8/25/2014,48,48,48,48,48
8/26/2014,48,48,48,48,48
8/27/2014,48,48,48,48,48
8/28/2014,48,48,48,48,48
8/29/2014,48,48,48,48,48
