Date,close,kaipan,max,min,final
8/30/2014,48,48,48,48,48
8/31/2014,48,48,48,48,48
9/1/2014,48,48,48,48,48
9/2/2014,48,48,48,48,48
9/3/2014,48,48,48,48,48
9/4/2014,29,29,29,29,29
9/5/2014,29,29,29,29,29
9/6/2014,29,29,29,29,29
9/7/2014,29,29,29,29,29
9/8/2014,29,29,29,29,29
9/9/2014,29,29,29,29,29
9/10/2014,29,29,29,29,29
9/11/2014,29,29,29,29,29
9/12/2014,29,29,29,29,29
9/13/2014,29,29,29,29,29
9/14/2014,29,29,29,29,29
9/15/2014,29,29,29,29,29
9/16/2014,29,29,29,29,29
9/17/2014,29,29,29,29,29
9/18/2014,29,29,29,29,29
9/19/2014,29,29,29,29,29
9/20/2014,29,29,29,29,29
9/21/2014,29,29,29,29,29
9/22/2014,31.4,30.9,31.5,30.9,31.4
9/23/2014,32,32.1,32.1,32.1,32
9/24/2014,33,33,33,33,33
9/25/2014,34,33.8,34.1,33.8,34
9/26/2014,34.4,34.2,34.9,34.2,34.36
9/27/2014,34.4,34.2,34.9,34.2,34.36
9/28/2014,34.4,34.2,34.9,34.2,34.36
9/29/2014,34.7,34.5,34.9,34.5,34.72
9/30/2014,34.9,34.9,34.9,34.9,34.9
10/1/2014,34.9,34.9,34.9,34.9,34.9
10/2/2014,34.9,34.9,34.9,34.9,34.9
10/3/2014,34.9,34.9,34.9,34.9,34.9
